date,open,high,low,close,volume,amount
2026-05-20,100.455,100.489,100.454,100.475,130865640,13148014902.0
2026-05-21,100.466,100.504,100.46,100.481,103988170,10447539745.0
2026-05-22,100.481,100.481,100.464,100.481,216307101,21733207647.0
2026-05-25,100.476,100.49,100.471,100.473,121426345,12200939161.0
2026-05-26,100.474,100.478,100.468,100.475,152903159,15362680454.0
2026-05-27,100.473,100.475,100.468,100.473,158972733,15972319814.0
2026-05-28,100.476,100.476,100.47,100.471,162932010,16370357784.0
2026-05-29,100.483,100.488,100.481,100.485,178121300,17898377072.0
2026-06-01,100.484,100.485,100.478,100.483,134780610,13542855471.0
2026-06-02,100.484,100.489,100.482,100.488,142459449,14314986988.0
2026-06-03,100.489,100.503,100.486,100.501,164771440,16558057330.0
2026-06-04,100.498,100.514,100.496,100.512,110977860,11153556744.0
2026-06-05,100.512,100.554,100.506,100.523,172007545,17290374690.0
2026-06-08,100.518,100.521,100.507,100.516,199096781,20011775940.0
2026-06-09,100.513,100.52,100.512,100.514,165605230,16645775030.0
2026-06-10,100.517,100.521,100.516,100.517,136240329,13694587452.0
2026-06-11,100.519,100.528,100.515,100.523,170734231,17162019807.0
2026-06-12,100.522,100.522,100.515,100.517,197170468,19819178247.0
2026-06-15,100.517,100.522,100.492,100.519,275892718,27731183170.0
2026-06-16,100.521,100.525,100.518,100.522,141044042,14178003370.0
2026-06-17,100.526,100.527,100.521,100.524,162070452,16291924560.0
2026-06-18,100.533,100.536,100.531,100.533,137578436,13831160386.0
2026-06-22,100.536,100.542,100.536,100.541,142639199,14340737623.0
2026-06-23,100.542,100.565,100.54,100.554,139619319,14038113563.0
2026-06-24,100.55,100.552,100.543,100.544,209065467,21020910821.0
2026-06-25,100.544,100.548,100.541,100.545,171547547,17248103242.0
2026-06-26,100.557,100.571,100.556,100.562,257579450,25902323670.0
2026-06-29,100.557,100.559,100.551,100.555,276215604,27774917122.0
2026-06-30,100.558,100.561,100.551,100.559,233834680,23513297177.0
2026-07-01,100.563,100.574,100.559,100.57,281649380,28324422765.0
2026-07-02,100.567,100.603,100.566,100.587,134324607,13510641070.0
2026-07-03,100.587,100.621,100.587,100.616,222180221,22350778848.0
2026-07-06,100.595,100.618,100.592,100.605,190791431,19194168313.0
2026-07-07,100.6,100.621,100.596,100.62,107637008,10828625848.0
2026-07-08,100.61,100.65,100.591,100.625,185032562,18616812544.0
2026-07-09,100.602,100.616,100.594,100.613,143574817,14443525241.0
2026-07-10,100.612,100.634,100.607,100.63,214154909,21547733817.0
2026-07-13,100.618,100.63,100.615,100.624,133275020,13410621105.0
2026-07-14,100.62,100.62,100.609,100.611,124990878,12575753926.0
2026-07-15,100.61,100.615,100.609,100.612,122362250,12311163427.0
2026-07-16,100.614,100.619,100.612,100.613,109611360,11028476047.0
2026-07-17,100.626,100.642,100.621,100.639,287498847,28931399004.0
2026-07-20,100.628,100.634,100.622,100.628,233769480,23523647570.0
2026-07-21,100.629,100.631,100.621,100.628,198041952,19928216452.0
2026-07-22,100.63,100.642,100.628,100.642,132035159,13287133484.0
2026-07-23,100.638,100.645,100.635,100.643,120720180,12149266229.0
2026-07-24,100.65,100.664,100.649,100.654,184927108,18614215432.0
2026-07-27,100.649,100.651,100.629,100.635,247793052,24938839091.0
2026-07-28,100.645,100.662,100.643,100.654,145493903,14644401291.0
2026-07-29,100.656,100.669,100.654,100.658,166559820,16765593716.0
2026-07-30,100.66,100.698,100.655,100.681,178066576,17924752480.0
2026-07-31,100.665,100.7,100.661,100.693,268389820,27020206937.0
2026-08-03,100.675,100.697,100.675,100.687,156065398,15713559233.0
2026-08-04,100.683,100.683,100.661,100.673,159574715,16064665831.0
2026-08-05,100.675,100.678,100.668,100.669,187096224,18835496930.0
2026-08-06,100.67,100.674,100.669,100.672,109830295,11056825396.0
2026-08-07,100.688,100.69,100.679,100.68,174013579,17520593062.0
2026-08-10,100.684,100.692,100.681,100.687,204602003,20600558081.0
2026-08-11,100.692,100.705,100.689,100.704,116795338,11760627976.0
